                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.88213,                0.79668,                 1.3113,                0.97689,                0.94444,                0.98688,                0.81874,                0.68217,                0.51548,                 1.1573,             0.00043787,             0.00043787,             0.00043787
                    156,                0.86546,                0.78302,                 1.2913,                0.97579,                0.96291,                0.98901,                0.83335,                0.66435,                0.47081,                 1.1503,             0.00043347,             0.00043347,             0.00043347
                    157,                0.82036,                0.78481,                 1.2834,                0.96974,                0.97343,                 0.9898,                0.83282,                0.65956,                0.45267,                 1.1398,             0.00042907,             0.00042907,             0.00042907
                    158,                0.84139,                0.76038,                 1.2728,                0.97424,                0.95767,                0.98527,                0.81029,                0.69133,                0.48299,                 1.1719,             0.00042467,             0.00042467,             0.00042467
                    159,                0.81233,                0.74819,                 1.2804,                0.96572,                 0.9666,                0.98778,                0.83128,                0.63223,                0.48832,                 1.1227,             0.00042027,             0.00042027,             0.00042027
                    160,                0.85246,                0.76136,                 1.3029,                 0.9783,                0.97571,                0.98776,                0.82515,                0.68668,                0.47012,                 1.1683,             0.00041587,             0.00041587,             0.00041587
                    161,                0.78358,                 0.7144,                  1.255,                0.97951,                0.97476,                0.98933,                0.83649,                0.63849,                0.46693,                 1.1247,             0.00041147,             0.00041147,             0.00041147
                    162,                0.82229,                0.75422,                 1.2707,                0.97158,                0.96975,                0.98921,                0.83708,                0.62732,                0.46371,                 1.1027,             0.00040707,             0.00040707,             0.00040707
                    163,                0.83226,                0.75579,                 1.2828,                0.98016,                0.95787,                0.98912,                0.81126,                0.69949,                0.47396,                 1.1425,             0.00040267,             0.00040267,             0.00040267
                    164,                0.81206,                0.76307,                 1.2638,                0.97998,                0.96157,                0.98979,                0.83368,                0.65446,                0.44824,                 1.1321,             0.00039827,             0.00039827,             0.00039827
                    165,                0.80182,                0.77671,                 1.2729,                0.97657,                0.96789,                0.98987,                 0.8253,                0.66252,                0.45365,                 1.1282,             0.00039387,             0.00039387,             0.00039387
                    166,                0.87017,                0.80453,                 1.2881,                0.98228,                0.96759,                0.99075,                 0.8347,                0.63886,                0.45045,                 1.1218,             0.00038947,             0.00038947,             0.00038947
                    167,                0.81395,                0.75412,                 1.2704,                0.96969,                0.97019,                0.98957,                0.83732,                0.63664,                0.44868,                 1.1112,             0.00038507,             0.00038507,             0.00038507
                    168,                0.79606,                0.75431,                 1.2604,                0.97886,                0.96707,                0.98777,                0.82835,                0.61485,                0.47715,                 1.1043,             0.00038067,             0.00038067,             0.00038067
                    169,                0.81219,                 0.7553,                 1.2694,                0.97027,                0.97294,                0.98944,                0.83382,                0.64353,                0.43985,                 1.1017,             0.00037627,             0.00037627,             0.00037627
                    170,                0.84734,                0.76293,                   1.28,                0.97008,                0.97091,                0.99075,                0.81726,                0.70307,                0.45391,                 1.1413,             0.00037187,             0.00037187,             0.00037187
                    171,                0.81632,                0.75402,                 1.2876,                0.97639,                0.96077,                0.99012,                0.83838,                0.62981,                0.45921,                 1.1104,             0.00036747,             0.00036747,             0.00036747
                    172,                0.79365,                0.75153,                 1.2664,                0.97799,                0.98067,                0.99148,                0.83367,                0.63566,                0.43913,                 1.1119,             0.00036307,             0.00036307,             0.00036307
                    173,                0.77746,                0.70118,                 1.2422,                0.97937,                0.97644,                0.99058,                 0.8417,                 0.6234,                0.42663,                 1.1097,             0.00035868,             0.00035868,             0.00035868
                    174,                0.78105,                0.69775,                 1.2443,                0.96843,                0.96709,                0.99127,                0.84522,                0.62151,                0.43966,                 1.1049,             0.00035428,             0.00035428,             0.00035428
                    175,                 0.8189,                0.70069,                 1.2639,                0.97269,                0.97816,                0.99013,                0.84213,                0.60918,                0.42289,                  1.088,             0.00034988,             0.00034988,             0.00034988
                    176,                0.78362,                 0.7328,                 1.2479,                0.98252,                0.97879,                0.99264,                0.81696,                0.63593,                0.44126,                 1.1145,             0.00034548,             0.00034548,             0.00034548
                    177,                0.77024,                0.68515,                 1.2338,                0.98302,                0.97753,                0.99162,                0.81815,                0.63796,                0.43434,                 1.1172,             0.00034108,             0.00034108,             0.00034108
                    178,                0.83597,                0.72769,                 1.2833,                0.98082,                0.96857,                0.99064,                0.82675,                0.64999,                0.43059,                  1.114,             0.00033668,             0.00033668,             0.00033668
                    179,                0.76567,                0.68247,                 1.2221,                0.98341,                0.95968,                0.99014,                0.84141,                0.61524,                0.43525,                  1.096,             0.00033228,             0.00033228,             0.00033228
                    180,                0.80179,                0.73126,                 1.2747,                0.97976,                0.96784,                0.99085,                 0.8505,                0.60092,                0.44571,                 1.0852,             0.00032788,             0.00032788,             0.00032788
                    181,                0.77778,                 0.7079,                 1.2355,                0.96915,                0.98138,                0.98918,                0.83769,                0.62025,                0.43423,                 1.0941,             0.00032348,             0.00032348,             0.00032348
                    182,                0.79086,                0.69759,                 1.2371,                0.97295,                0.98372,                0.98955,                0.83928,                0.62849,                 0.4278,                 1.1105,             0.00031908,             0.00031908,             0.00031908
                    183,                0.82848,                0.74432,                  1.268,                0.96993,                0.97435,                   0.99,                0.84234,                  0.613,                0.45238,                 1.1037,             0.00031468,             0.00031468,             0.00031468
                    184,                0.81109,                0.71245,                 1.2682,                0.97567,                0.98275,                 0.9914,                0.83523,                0.63352,                0.45483,                 1.1063,             0.00031028,             0.00031028,             0.00031028
                    185,                0.77833,                 0.7081,                 1.2595,                 0.9781,                0.97835,                0.99109,                0.85059,                0.60507,                 0.4249,                 1.0919,             0.00030588,             0.00030588,             0.00030588
                    186,                0.80206,                0.69945,                 1.2676,                0.97471,                 0.9769,                0.99099,                0.85627,                0.59781,                0.40862,                 1.0896,             0.00030148,             0.00030148,             0.00030148
                    187,                0.78687,                0.68575,                 1.2448,                0.97613,                0.97047,                0.99076,                0.82313,                0.66423,                0.42405,                 1.1244,             0.00029708,             0.00029708,             0.00029708
                    188,                0.78798,                0.68815,                 1.2338,                0.96574,                0.97234,                0.98314,                0.83813,                0.61639,                0.46298,                 1.0923,             0.00029268,             0.00029268,             0.00029268
                    189,                0.77521,                0.70218,                 1.2303,                0.97564,                0.98135,                0.99034,                0.83455,                 0.6319,                0.43116,                 1.1102,             0.00028828,             0.00028828,             0.00028828
                    190,                0.76805,                0.68486,                 1.2213,                0.98499,                0.97825,                0.99014,                0.82434,                0.64903,                0.42611,                 1.1161,             0.00028388,             0.00028388,             0.00028388
                    191,                0.80176,                0.70468,                 1.2551,                0.98206,                0.96504,                0.99106,                0.85443,                0.57115,                0.42269,                  1.059,             0.00027948,             0.00027948,             0.00027948
                    192,                0.78565,                0.66001,                 1.2337,                0.98245,                0.97952,                0.99116,                0.83804,                 0.6314,                0.42802,                 1.1056,             0.00027508,             0.00027508,             0.00027508
                    193,                0.79019,                 0.6907,                 1.2451,                0.96274,                0.97863,                0.99086,                0.82766,                0.65264,                0.43229,                 1.1072,             0.00027068,             0.00027068,             0.00027068
                    194,                0.75262,                0.67657,                 1.2331,                0.96974,                 0.9808,                0.99196,                0.85131,                0.58478,                0.39666,                  1.069,             0.00026628,             0.00026628,             0.00026628
                    195,                0.82177,                0.66005,                 1.2678,                0.97543,                0.98218,                0.99195,                0.85991,                0.56981,                0.39954,                 1.0615,             0.00026188,             0.00026188,             0.00026188
                    196,                0.74638,                0.67909,                 1.2359,                0.97242,                0.98135,                0.99216,                0.85413,                 0.5787,                0.41207,                 1.0702,             0.00025749,             0.00025749,             0.00025749
                    197,                0.76354,                 0.6634,                 1.2306,                0.97676,                0.98441,                0.99161,                0.85478,                 0.5832,                0.40989,                 1.0694,             0.00025309,             0.00025309,             0.00025309
                    198,                0.72984,                0.65127,                  1.207,                0.97649,                 0.9754,                0.99077,                0.83368,                0.63985,                0.41431,                 1.1031,             0.00024869,             0.00024869,             0.00024869
                    199,                0.76922,                0.66583,                 1.2216,                0.98426,                 0.9793,                0.99065,                0.85759,                0.58025,                0.40072,                  1.069,             0.00024429,             0.00024429,             0.00024429
                    200,                0.74944,                0.63892,                 1.2317,                0.97983,                0.98856,                0.99146,                0.82376,                0.64904,                0.42705,                 1.1174,             0.00023989,             0.00023989,             0.00023989
                    201,                0.75008,                0.64984,                 1.2022,                0.98452,                0.98796,                 0.9903,                0.84998,                0.58879,                0.41167,                 1.0762,             0.00023549,             0.00023549,             0.00023549
                    202,                0.75115,                0.65391,                 1.2356,                0.98328,                 0.9894,                0.98968,                0.83674,                0.63484,                0.41546,                 1.1016,             0.00023109,             0.00023109,             0.00023109
                    203,                0.75185,                0.67483,                 1.2059,                 0.9836,                0.98543,                0.98956,                0.84974,                0.57633,                0.41136,                  1.064,             0.00022669,             0.00022669,             0.00022669
                    204,                 0.7559,                0.66176,                 1.2267,                0.98365,                0.98848,                0.99012,                0.85761,                0.57026,                0.40188,                 1.0598,             0.00022229,             0.00022229,             0.00022229
                    205,                0.74758,                0.63616,                 1.2164,                0.98053,                0.99157,                  0.992,                0.85989,                 0.5692,                0.38782,                  1.061,             0.00021789,             0.00021789,             0.00021789
                    206,                0.72066,                0.62882,                  1.212,                0.97863,                0.99115,                0.99272,                0.85653,                0.58037,                0.40033,                  1.068,             0.00021349,             0.00021349,             0.00021349
                    207,                0.76489,                0.62148,                 1.2115,                0.98105,                0.98984,                 0.9926,                0.85259,                0.59646,                0.41217,                 1.0711,             0.00020909,             0.00020909,             0.00020909
                    208,                0.74685,                0.64075,                 1.2079,                0.98021,                  0.989,                 0.9922,                0.86009,                0.57397,                0.39773,                 1.0536,             0.00020469,             0.00020469,             0.00020469
                    209,                0.72101,                0.63487,                 1.2136,                 0.9857,                0.97694,                0.99249,                0.84692,                0.61562,                 0.4017,                 1.0875,             0.00020029,             0.00020029,             0.00020029
                    210,                0.76029,                0.64067,                 1.2237,                0.98429,                0.99008,                0.99261,                0.86539,                0.55838,                0.39528,                 1.0482,             0.00019589,             0.00019589,             0.00019589
                    211,                0.74332,                0.64769,                 1.2105,                0.98169,                0.98966,                0.99281,                0.84918,                0.58885,                0.40575,                 1.0738,             0.00019149,             0.00019149,             0.00019149
                    212,                0.78768,                0.65179,                 1.2395,                 0.9794,                0.99342,                0.99286,                 0.8559,                0.57161,                0.39098,                 1.0507,             0.00018709,             0.00018709,             0.00018709
                    213,                0.73881,                0.64931,                 1.2019,                0.98324,                0.99342,                0.99252,                0.84228,                 0.6004,                0.39017,                  1.078,             0.00018269,             0.00018269,             0.00018269
                    214,                0.71087,                0.61103,                 1.1932,                0.98594,                0.99004,                0.99259,                0.86263,                0.55835,                0.37993,                  1.051,             0.00017829,             0.00017829,             0.00017829
                    215,                0.73031,                0.61632,                 1.2021,                0.98378,                0.98936,                0.99277,                0.85701,                0.57333,                0.39835,                 1.0543,             0.00017389,             0.00017389,             0.00017389
                    216,                0.74704,                0.63226,                 1.2125,                0.98448,                0.99216,                0.99116,                0.84905,                0.58619,                0.40159,                 1.0615,             0.00016949,             0.00016949,             0.00016949
                    217,                0.77204,                0.64193,                 1.2221,                0.98677,                0.99231,                0.98993,                0.85867,                0.55655,                0.38864,                 1.0525,             0.00016509,             0.00016509,             0.00016509
                    218,                0.72689,                0.62129,                 1.2057,                0.98497,                0.99153,                 0.9903,                0.87077,                0.55325,                0.38364,                 1.0463,              0.0001607,              0.0001607,              0.0001607
                    219,                0.69795,                0.62159,                 1.1927,                0.98198,                0.99169,                 0.9917,                0.86582,                0.56629,                0.38752,                 1.0496,              0.0001563,              0.0001563,              0.0001563
                    220,                 0.7299,                0.62452,                 1.2006,                 0.9799,                   0.99,                0.99249,                0.86917,                0.54459,                0.38237,                 1.0356,              0.0001519,              0.0001519,              0.0001519
                    221,                0.71308,                0.63184,                  1.198,                0.98212,                0.98419,                0.99185,                0.86886,                0.55003,                0.38746,                 1.0405,              0.0001475,              0.0001475,              0.0001475
                    222,                0.72418,                0.60328,                 1.2183,                0.98127,                 0.9883,                0.99175,                 0.8603,                0.56473,                0.39319,                 1.0462,              0.0001431,              0.0001431,              0.0001431
                    223,                0.73991,                0.62141,                 1.1965,                0.98211,                0.99262,                0.99029,                0.86533,                0.54602,                0.39005,                 1.0383,              0.0001387,              0.0001387,              0.0001387
                    224,                0.74462,                0.62794,                 1.2006,                0.98594,                0.98915,                 0.9897,                0.86753,                0.54821,                0.38975,                 1.0379,              0.0001343,              0.0001343,              0.0001343
                    225,                0.71354,                0.59204,                  1.177,                0.98537,                0.99101,                0.99162,                0.86565,                0.56462,                0.38554,                 1.0474,              0.0001299,              0.0001299,              0.0001299
                    226,                0.72964,                  0.621,                 1.2121,                0.98486,                0.99007,                0.99216,                0.86989,                0.53975,                0.37449,                 1.0308,              0.0001255,              0.0001255,              0.0001255
                    227,                0.73046,                0.60719,                 1.1926,                0.98385,                0.99235,                 0.9921,                0.86402,                0.55012,                0.37619,                 1.0396,              0.0001211,              0.0001211,              0.0001211
                    228,                0.74004,                0.63605,                    1.2,                0.98441,                 0.9941,                0.99139,                0.86591,                0.55971,                0.38471,                 1.0477,              0.0001167,              0.0001167,              0.0001167
                    229,                0.68493,                0.59022,                 1.1832,                0.98238,                0.99448,                0.99087,                0.87075,                 0.5308,                0.38241,                 1.0297,              0.0001123,              0.0001123,              0.0001123
                    230,                0.74015,                0.62526,                 1.2043,                0.98488,                0.98951,                0.99241,                0.87216,                0.53781,                0.37945,                 1.0299,              0.0001079,              0.0001079,              0.0001079
                    231,                 0.7402,                0.64334,                 1.2011,                0.98518,                0.99342,                0.99214,                0.86535,                0.55239,                0.38257,                 1.0438,              0.0001035,              0.0001035,              0.0001035
                    232,                0.73589,                0.60509,                 1.1856,                0.98768,                0.98945,                0.99232,                0.86863,                0.53939,                0.37674,                 1.0302,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    233,                0.73926,                 0.6217,                 1.1988,                0.98152,                0.99228,                0.99213,                0.86268,                0.54881,                0.37731,                 1.0301,             9.4702e-05,             9.4702e-05,             9.4702e-05
                    234,                0.70567,                0.60449,                 1.1903,                0.97975,                 0.9939,                0.99207,                0.87587,                0.52316,                0.37084,                 1.0157,             9.0302e-05,             9.0302e-05,             9.0302e-05
                    235,                0.71076,                0.60041,                 1.1934,                  0.982,                0.99342,                0.99155,                 0.8742,                0.52034,                0.36996,                 1.0168,             8.5903e-05,             8.5903e-05,             8.5903e-05
                    236,                0.67091,                0.57424,                 1.1666,                0.98496,                0.99022,                0.99199,                0.87423,                0.52646,                 0.3672,                 1.0218,             8.1503e-05,             8.1503e-05,             8.1503e-05
                    237,                0.69317,                0.59125,                 1.1791,                0.98571,                 0.9942,                  0.992,                0.87631,                0.53502,                0.36939,                 1.0297,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    238,                0.70451,                0.60117,                  1.186,                0.98429,                 0.9936,                 0.9913,                0.87552,                0.52146,                0.36731,                 1.0228,             7.2704e-05,             7.2704e-05,             7.2704e-05
                    239,                0.67061,                0.57552,                 1.1719,                 0.9859,                0.99458,                0.99131,                0.87831,                0.51672,                 0.3667,                 1.0172,             6.8304e-05,             6.8304e-05,             6.8304e-05
                    240,                 0.7034,                0.59154,                 1.1683,                0.98628,                0.99342,                0.99122,                0.87465,                 0.5239,                0.36551,                 1.0192,             6.3905e-05,             6.3905e-05,             6.3905e-05
                    241,                0.58594,                0.48578,                 1.1176,                0.98663,                0.98937,                0.99241,                 0.8768,                0.52085,                0.36445,                  1.018,             5.9505e-05,             5.9505e-05,             5.9505e-05
                    242,                0.57226,                0.47354,                 1.1234,                0.98489,                0.99023,                0.99251,                0.87569,                0.52564,                0.36636,                 1.0262,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    243,                0.56509,                0.43533,                 1.0833,                0.98491,                0.99032,                0.99252,                 0.8747,                0.52804,                0.36779,                 1.0274,             5.0706e-05,             5.0706e-05,             5.0706e-05
                    244,                 0.5687,                0.42441,                 1.0934,                0.98669,                0.98952,                0.99209,                0.87583,                 0.5293,                0.36633,                 1.0258,             4.6306e-05,             4.6306e-05,             4.6306e-05
                    245,                0.56461,                0.43352,                 1.1139,                0.98724,                0.99148,                0.99212,                0.87312,                 0.5288,                0.36586,                  1.025,             4.1907e-05,             4.1907e-05,             4.1907e-05
                    246,                 0.5518,                0.43334,                  1.103,                0.98763,                0.99087,                0.99227,                0.87528,                0.52026,                0.36475,                 1.0198,             3.7507e-05,             3.7507e-05,             3.7507e-05
                    247,                0.54986,                0.40781,                 1.0967,                0.98739,                0.99143,                 0.9924,                0.87611,                0.51499,                0.36618,                 1.0151,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    248,                0.52235,                0.40125,                 1.0709,                0.98715,                0.99227,                0.99237,                0.87468,                 0.5184,                 0.3655,                 1.0155,             2.8708e-05,             2.8708e-05,             2.8708e-05
                    249,                0.54959,                0.42386,                 1.1125,                0.98704,                0.99254,                0.99243,                0.87351,                0.51765,                0.36172,                 1.0156,             2.4309e-05,             2.4309e-05,             2.4309e-05
                    250,                0.54127,                0.42017,                 1.0858,                0.98728,                0.99211,                 0.9923,                0.87161,                0.52003,                0.35964,                 1.0179,             1.9909e-05,             1.9909e-05,             1.9909e-05
