                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.9327,                 2.6698,                 2.4454,                0.40653,                0.43935,                0.34005,                0.19787,                  1.758,                 2.9477,                 2.4574,              0.0010538,              0.0010538,              0.0010538
                     16,                 1.9405,                 2.7022,                 2.4526,                0.30774,                0.42471,                0.33502,                0.17779,                 1.7274,                 3.0219,                 2.4044,              0.0010494,              0.0010494,              0.0010494
                     17,                 1.7829,                 2.5922,                 2.3467,                0.19942,                 0.1591,                 0.1187,                0.04717,                 2.3449,                 3.2755,                  2.868,               0.001045,               0.001045,               0.001045
                     18,                 1.7726,                 2.5095,                 2.2733,                0.30888,                0.44007,                 0.2815,                0.14828,                 1.6896,                 2.3702,                 2.3821,              0.0010406,              0.0010406,              0.0010406
                     19,                 1.6797,                 2.4574,                 2.2157,                0.32224,                0.44872,                0.30837,                0.17418,                 1.6389,                 2.3836,                 2.2888,              0.0010362,              0.0010362,              0.0010362
                     20,                 1.6691,                 2.3794,                 2.1886,                0.33244,                0.51228,                0.36152,                0.18727,                 1.6409,                 2.2452,                 2.2265,              0.0010318,              0.0010318,              0.0010318
                     21,                 1.6086,                 2.3563,                 2.1701,                 0.2835,                0.36429,                0.28823,                0.16536,                 1.6982,                 2.3766,                 2.3169,              0.0010274,              0.0010274,              0.0010274
                     22,                 1.6387,                 2.3045,                 2.1753,                0.42284,                0.52866,                 0.4184,                0.26057,                 1.3961,                 1.9512,                 2.0832,               0.001023,               0.001023,               0.001023
                     23,                 1.5098,                 2.2149,                 2.0528,                 0.3635,                0.59447,                0.38157,                0.23478,                 1.5304,                 2.2708,                 2.1424,              0.0010186,              0.0010186,              0.0010186
                     24,                 1.5406,                 2.2214,                 2.0559,                0.29905,                 0.3083,                0.22102,                 0.1031,                 2.1897,                  2.791,                 2.7312,              0.0010142,              0.0010142,              0.0010142
                     25,                    1.5,                 2.1994,                  2.051,                0.28553,                0.26986,                0.21523,                0.10395,                 2.1558,                 2.7696,                 2.6806,              0.0010098,              0.0010098,              0.0010098
                     26,                 1.4971,                 2.1168,                 2.0225,                0.33434,                0.46984,                0.34582,                0.19689,                  1.534,                 2.2502,                 2.1041,              0.0010054,              0.0010054,              0.0010054
                     27,                 1.4956,                 2.1309,                 1.9844,                0.38573,                0.60109,                0.41242,                0.25403,                  1.422,                 1.8485,                 1.9898,               0.001001,               0.001001,               0.001001
                     28,                 1.4097,                 1.9855,                 1.9558,                0.39525,                 0.5604,                0.42064,                0.28143,                 1.3979,                 1.8276,                 2.0263,             0.00099661,             0.00099661,             0.00099661
                     29,                 1.4471,                 1.9813,                 1.9085,                0.43591,                 0.6474,                0.44595,                0.30778,                 1.2018,                 1.8524,                 1.8101,             0.00099221,             0.00099221,             0.00099221
                     30,                 1.4149,                 1.9771,                  1.912,                0.32508,                0.37657,                 0.3081,                0.18152,                 1.6308,                 2.2012,                 2.2221,             0.00098781,             0.00098781,             0.00098781
                     31,                 1.3483,                 1.9095,                 1.8596,                0.26929,                0.38562,                 0.2475,                0.13126,                 1.9692,                 2.8056,                 2.5355,             0.00098341,             0.00098341,             0.00098341
                     32,                 1.3856,                 1.8999,                 1.8718,                0.35406,                0.32448,                 0.2798,                0.15405,                 1.9596,                 2.3969,                 2.3911,             0.00097901,             0.00097901,             0.00097901
                     33,                 1.4399,                  1.918,                 1.9005,                0.38712,                0.36086,                0.34429,                0.19661,                 1.7673,                 2.2491,                 2.3301,             0.00097461,             0.00097461,             0.00097461
                     34,                 1.3494,                 1.8937,                  1.829,                0.40624,                0.62391,                0.45065,                0.28509,                 1.3801,                 1.7668,                 1.9394,             0.00097021,             0.00097021,             0.00097021
                     35,                  1.289,                 1.8178,                  1.798,                0.41756,                0.51388,                0.43329,                0.24532,                  1.539,                 2.1116,                  2.118,             0.00096581,             0.00096581,             0.00096581
                     36,                  1.334,                 1.8323,                 1.8031,                0.44787,                 0.5123,                0.53654,                0.36557,                 1.2171,                 1.5002,                 1.7814,             0.00096141,             0.00096141,             0.00096141
                     37,                 1.2904,                 1.7985,                  1.775,                0.54619,                0.57635,                0.50542,                0.31676,                  1.369,                 1.6906,                 1.9525,             0.00095702,             0.00095702,             0.00095702
                     38,                 1.3958,                 1.8243,                 1.8132,                0.38429,                0.56179,                0.41198,                0.25224,                   1.51,                 1.9509,                 2.1643,             0.00095262,             0.00095262,             0.00095262
                     39,                 1.3002,                 1.7297,                 1.7618,                0.50428,                0.63971,                0.57298,                 0.4003,                 1.1268,                 1.4518,                  1.671,             0.00094822,             0.00094822,             0.00094822
                     40,                 1.2909,                 1.7015,                 1.7597,                0.39378,                0.74113,                 0.5501,                0.36195,                 1.1774,                 1.5004,                 1.6923,             0.00094382,             0.00094382,             0.00094382
                     41,                 1.2522,                 1.6846,                 1.7259,                0.50909,                0.68554,                 0.5862,                0.40151,                 1.1699,                 1.5816,                 1.6432,             0.00093942,             0.00093942,             0.00093942
                     42,                 1.2343,                 1.5906,                  1.684,                0.52593,                0.62745,                0.60407,                0.41266,                  1.114,                 1.3958,                 1.6617,             0.00093502,             0.00093502,             0.00093502
                     43,                 1.2952,                 1.6343,                 1.7412,                0.69799,                0.54645,                0.64497,                0.43842,                 1.1584,                 1.4266,                 1.7001,             0.00093062,             0.00093062,             0.00093062
                     44,                 1.2878,                 1.6097,                 1.7332,                0.64566,                0.67974,                0.69579,                0.47992,                 1.1314,                 1.4183,                 1.6696,             0.00092622,             0.00092622,             0.00092622
                     45,                 1.2177,                 1.5363,                 1.6872,                0.65547,                0.72738,                0.71501,                0.51589,                 1.0697,                 1.2954,                 1.6067,             0.00092182,             0.00092182,             0.00092182
                     46,                 1.1925,                   1.54,                 1.6623,                0.58141,                0.68695,                 0.7223,                0.50519,                 1.0488,                 1.3641,                 1.5972,             0.00091742,             0.00091742,             0.00091742
                     47,                 1.1687,                 1.5044,                 1.6451,                0.51811,                0.69881,                0.67644,                0.47033,                   1.05,                 1.3859,                 1.6063,             0.00091302,             0.00091302,             0.00091302
                     48,                 1.1983,                 1.5542,                 1.6828,                0.57968,                0.67399,                0.62787,                0.40024,                 1.3073,                 1.5775,                 1.8934,             0.00090862,             0.00090862,             0.00090862
                     49,                 1.1748,                 1.4597,                 1.6502,                0.71252,                0.69676,                0.75833,                0.51381,                 1.1437,                 1.1422,                 1.6792,             0.00090422,             0.00090422,             0.00090422
                     50,                 1.2228,                 1.4325,                 1.6576,                0.72647,                 0.7238,                0.76427,                0.54527,                 1.0306,                  1.181,                 1.5629,             0.00089982,             0.00089982,             0.00089982
                     51,                 1.2171,                 1.5304,                 1.6568,                0.67097,                0.61223,                0.67983,                0.48148,                 1.0988,                 1.1626,                 1.6005,             0.00089542,             0.00089542,             0.00089542
                     52,                 1.1857,                 1.5045,                 1.6306,                0.71253,                0.65963,                0.74642,                0.51115,                 1.1716,                 1.2724,                 1.6659,             0.00089102,             0.00089102,             0.00089102
                     53,                 1.2483,                 1.4573,                 1.6468,                0.73617,                0.74295,                0.77503,                 0.5469,                 1.0713,                 1.1399,                 1.6239,             0.00088662,             0.00088662,             0.00088662
                     54,                 1.1838,                 1.3539,                 1.5933,                 0.7782,                 0.7372,                 0.8357,                0.61923,                0.99343,                   1.13,                 1.5239,             0.00088222,             0.00088222,             0.00088222
                     55,                  1.194,                 1.3631,                 1.6093,                 0.7153,                0.74955,                0.76487,                 0.5604,                0.99884,                  1.164,                  1.542,             0.00087782,             0.00087782,             0.00087782
                     56,                 1.1566,                 1.4103,                 1.6011,                0.75443,                0.73511,                0.80409,                 0.5941,                0.96173,                 1.2055,                 1.4777,             0.00087342,             0.00087342,             0.00087342
                     57,                 1.0949,                 1.2968,                 1.5684,                0.77924,                0.70352,                0.82427,                0.55568,                  1.172,                 1.1265,                 1.6939,             0.00086902,             0.00086902,             0.00086902
                     58,                 1.2058,                 1.4044,                  1.622,                0.69026,                0.81303,                0.86109,                0.62854,                0.98771,                0.99867,                 1.5372,             0.00086462,             0.00086462,             0.00086462
                     59,                 1.0815,                 1.3085,                 1.5494,                0.80758,                0.77072,                0.85165,                0.61518,                 1.0139,                0.99471,                 1.4957,             0.00086023,             0.00086023,             0.00086023
                     60,                 1.1547,                 1.3496,                 1.5513,                0.67221,                0.79184,                0.78081,                0.54141,                 1.0312,                 1.2227,                  1.558,             0.00085583,             0.00085583,             0.00085583
                     61,                 1.1633,                 1.3558,                 1.5783,                0.78573,                0.75852,                0.85261,                0.61564,                 1.0272,                0.98371,                 1.5111,             0.00085143,             0.00085143,             0.00085143
                     62,                 1.1469,                 1.3248,                 1.5953,                0.77618,                0.72673,                0.85469,                0.63707,                0.95305,                 1.1593,                 1.4832,             0.00084703,             0.00084703,             0.00084703
                     63,                 1.1578,                 1.2709,                 1.5632,                0.77126,                0.75488,                0.84724,                0.61481,                0.94386,                 1.2058,                 1.4601,             0.00084263,             0.00084263,             0.00084263
                     64,                 1.1114,                 1.3144,                 1.5381,                0.81642,                0.61824,                0.76625,                0.55522,                  1.087,                 1.1948,                 1.6114,             0.00083823,             0.00083823,             0.00083823
                     65,                 1.1322,                   1.33,                 1.5842,                0.90229,                0.81496,                0.90237,                0.65884,                 1.0238,                0.91936,                 1.5436,             0.00083383,             0.00083383,             0.00083383
                     66,                 1.1382,                 1.2859,                 1.5711,                0.87032,                0.83405,                0.91319,                0.63813,                 1.0651,                0.92999,                 1.4975,             0.00082943,             0.00082943,             0.00082943
                     67,                 1.1847,                 1.2535,                 1.5426,                0.84879,                0.72907,                0.86489,                0.64919,                0.88839,                 1.0785,                 1.4155,             0.00082503,             0.00082503,             0.00082503
                     68,                 1.0709,                 1.2397,                 1.5089,                0.83552,                0.81518,                0.90395,                0.68123,                0.89949,                0.86947,                 1.4427,             0.00082063,             0.00082063,             0.00082063
                     69,                 1.0967,                 1.2153,                 1.5297,                0.85384,                0.81393,                0.89857,                0.67431,                0.90019,                0.90279,                 1.3877,             0.00081623,             0.00081623,             0.00081623
                     70,                 1.0776,                 1.2226,                  1.537,                 0.8803,                0.80994,                 0.9026,                0.62878,                 1.0624,                0.93851,                 1.6154,             0.00081183,             0.00081183,             0.00081183
                     71,                 1.0935,                 1.2013,                  1.509,                0.71508,                0.85719,                0.88168,                0.62179,                 1.0889,                0.94434,                   1.63,             0.00080743,             0.00080743,             0.00080743
                     72,                 1.1102,                 1.2435,                 1.5089,                0.88405,                0.80265,                 0.9099,                0.69235,                0.93857,                0.81645,                 1.4133,             0.00080303,             0.00080303,             0.00080303
                     73,                 1.0457,                 1.1755,                 1.4876,                0.86627,                0.79394,                0.91005,                0.69405,                0.88782,                0.81186,                 1.3743,             0.00079863,             0.00079863,             0.00079863
                     74,                 1.0179,                 1.1876,                 1.4668,                0.88117,                0.83427,                0.92875,                0.71603,                0.83667,                0.77655,                 1.3582,             0.00079423,             0.00079423,             0.00079423
                     75,                      1,                 1.1762,                 1.4515,                0.86416,                0.82646,                0.91678,                 0.6861,                0.90333,                0.82502,                 1.4312,             0.00078983,             0.00078983,             0.00078983
                     76,                 1.0854,                  1.176,                 1.4898,                0.79667,                0.83748,                0.89857,                 0.6531,                0.90819,                0.99266,                 1.4249,             0.00078543,             0.00078543,             0.00078543
                     77,                   1.05,                  1.171,                 1.4814,                0.87806,                0.80299,                0.90903,                0.63505,                 1.0639,                0.89066,                 1.5922,             0.00078103,             0.00078103,             0.00078103
                     78,                 1.0343,                 1.1307,                 1.4788,                0.93739,                0.77126,                 0.9263,                0.70331,                0.90584,                0.83399,                 1.3897,             0.00077663,             0.00077663,             0.00077663
                     79,                 1.1086,                 1.1791,                 1.5078,                0.75268,                0.77743,                0.87169,                0.63301,                 1.0064,                 1.1673,                  1.516,             0.00077223,             0.00077223,             0.00077223
                     80,                 1.0617,                 1.1593,                  1.494,                0.87678,                 0.8578,                0.93098,                0.69423,                0.90862,                0.82709,                  1.393,             0.00076783,             0.00076783,             0.00076783
                     81,                 1.0035,                 1.0924,                 1.4564,                0.86439,                0.78911,                0.92412,                0.72635,                0.81883,                0.86954,                 1.3256,             0.00076343,             0.00076343,             0.00076343
                     82,                 1.0051,                 1.1559,                 1.4498,                0.75772,                 0.7811,                 0.8969,                0.67186,                0.90255,                0.95576,                 1.3987,             0.00075904,             0.00075904,             0.00075904
                     83,                0.98916,                 1.1539,                  1.448,                0.86965,                0.82717,                0.92179,                0.67625,                0.93333,                0.85045,                 1.4201,             0.00075464,             0.00075464,             0.00075464
                     84,                 1.0145,                 1.1021,                 1.4576,                0.91278,                0.86088,                 0.9483,                0.74162,                0.84984,                 0.7769,                 1.3313,             0.00075024,             0.00075024,             0.00075024
                     85,                0.98367,                 1.0328,                 1.4251,                0.90989,                0.85026,                0.94408,                0.74704,                0.82744,                0.72522,                 1.3399,             0.00074584,             0.00074584,             0.00074584
                     86,                 1.0796,                 1.1253,                 1.4796,                0.93232,                0.87803,                0.95954,                0.73744,                0.86338,                0.73658,                 1.3518,             0.00074144,             0.00074144,             0.00074144
                     87,                 1.0347,                 1.0454,                 1.4616,                0.92421,                0.85442,                0.93376,                0.68265,                0.91771,                0.80644,                 1.4299,             0.00073704,             0.00073704,             0.00073704
                     88,                 1.0466,                 1.0917,                 1.4878,                0.93328,                0.84996,                0.95027,                0.72287,                0.84324,                0.73131,                 1.3176,             0.00073264,             0.00073264,             0.00073264
                     89,                 1.0639,                 1.0738,                 1.4813,                0.91332,                0.86156,                0.95411,                0.72767,                0.85071,                0.78056,                 1.3257,             0.00072824,             0.00072824,             0.00072824
                     90,                 1.0579,                 1.0456,                 1.4607,                 0.8501,                0.83158,                0.93345,                0.68757,                0.92809,                0.86202,                 1.3851,             0.00072384,             0.00072384,             0.00072384
                     91,                 1.0438,                 1.0813,                 1.4607,                0.86926,                0.88155,                0.94107,                0.72081,                0.87611,                0.75775,                 1.3388,             0.00071944,             0.00071944,             0.00071944
                     92,                 1.0032,                 1.0373,                 1.4443,                0.93792,                0.90088,                0.96009,                0.74763,                0.84117,                0.65506,                 1.3379,             0.00071504,             0.00071504,             0.00071504
                     93,                0.99849,                 1.0452,                 1.4464,                0.92487,                0.90836,                 0.9621,                0.73663,                0.84225,                0.67726,                 1.3264,             0.00071064,             0.00071064,             0.00071064
                     94,                0.93662,                0.99686,                 1.3922,                0.90815,                0.88829,                0.94995,                0.74285,                0.80519,                0.64073,                 1.3104,             0.00070624,             0.00070624,             0.00070624
                     95,                 0.9878,                 1.0099,                  1.415,                0.89069,                0.88236,                0.95198,                  0.727,                0.86092,                0.77498,                 1.3337,             0.00070184,             0.00070184,             0.00070184
                     96,                0.98838,                 1.0446,                 1.4154,                0.85724,                0.81981,                 0.9127,                0.72738,                0.79311,                0.75811,                  1.281,             0.00069744,             0.00069744,             0.00069744
                     97,                0.98447,                0.99982,                 1.4174,                 0.9085,                0.87164,                0.94041,                0.71902,                0.86945,                0.70399,                 1.3569,             0.00069304,             0.00069304,             0.00069304
                     98,                0.95855,                0.98745,                  1.388,                0.94364,                0.89535,                 0.9616,                0.75498,                0.80287,                0.66301,                 1.3079,             0.00068864,             0.00068864,             0.00068864
                     99,                0.96587,                0.96913,                 1.3814,                0.96066,                0.87494,                0.96031,                 0.7547,                0.80629,                0.66085,                 1.3026,             0.00068424,             0.00068424,             0.00068424
                    100,                 1.0614,                 1.0205,                 1.4455,                0.90875,                0.86581,                0.94814,                  0.704,                0.93156,                0.72334,                 1.3611,             0.00067984,             0.00067984,             0.00067984
                    101,                0.97681,                0.96062,                 1.3988,                0.97305,                0.91981,                0.96662,                0.77348,                0.78028,                0.62222,                 1.2585,             0.00067544,             0.00067544,             0.00067544
                    102,                0.98006,                0.99278,                 1.4084,                0.94314,                0.89732,                0.96333,                0.77747,                0.73786,                0.63749,                 1.2369,             0.00067104,             0.00067104,             0.00067104
                    103,                 0.9419,                0.93521,                 1.3813,                0.91181,                0.92826,                0.97015,                0.79187,                0.73511,                0.61717,                  1.226,             0.00066664,             0.00066664,             0.00066664
                    104,                0.89852,                 0.9426,                 1.3689,                0.94963,                0.91441,                0.97338,                0.79384,                0.74611,                0.58414,                 1.2315,             0.00066224,             0.00066224,             0.00066224
                    105,                0.96826,                0.98972,                 1.3969,                0.95914,                0.89288,                0.96583,                0.77799,                0.76826,                0.67479,                 1.2331,             0.00065785,             0.00065785,             0.00065785
                    106,                0.92708,                0.97922,                 1.3821,                0.94137,                0.92631,                0.97315,                0.79506,                0.72989,                0.54321,                 1.2211,             0.00065345,             0.00065345,             0.00065345
                    107,                0.90951,                0.97339,                 1.3518,                0.92138,                0.87184,                0.95886,                0.74283,                0.83573,                0.66236,                  1.312,             0.00064905,             0.00064905,             0.00064905
                    108,                0.93616,                0.94827,                 1.3672,                0.93386,                0.90036,                0.96582,                0.76454,                0.80712,                0.62486,                 1.2993,             0.00064465,             0.00064465,             0.00064465
                    109,                0.90905,                0.92168,                 1.3491,                0.94104,                0.89886,                0.96434,                0.76466,                0.77312,                0.64639,                  1.243,             0.00064025,             0.00064025,             0.00064025
                    110,                0.93701,                0.90248,                 1.3682,                0.94617,                0.90983,                0.97058,                0.77652,                0.76637,                0.59572,                  1.245,             0.00063585,             0.00063585,             0.00063585
                    111,                0.90815,                0.91446,                 1.3656,                0.94245,                0.90446,                0.97059,                 0.7641,                0.74681,                0.61635,                 1.2359,             0.00063145,             0.00063145,             0.00063145
                    112,                 0.9116,                0.90196,                 1.3641,                0.97325,                0.92843,                0.97872,                0.79368,                0.72447,                0.58879,                 1.2196,             0.00062705,             0.00062705,             0.00062705
                    113,                0.91554,                0.89822,                 1.3632,                0.95533,                0.94438,                0.97972,                0.79411,                0.73312,                 0.6351,                 1.2299,             0.00062265,             0.00062265,             0.00062265
                    114,                0.94331,                0.92437,                 1.3839,                0.94974,                0.89938,                0.96089,                0.79245,                0.72191,                 0.6029,                 1.2136,             0.00061825,             0.00061825,             0.00061825
                    115,                0.92694,                0.94583,                 1.3516,                0.95308,                0.92392,                0.98231,                0.80663,                0.72491,                0.57855,                 1.2091,             0.00061385,             0.00061385,             0.00061385
                    116,                 0.9248,                 0.9282,                 1.3761,                0.96105,                0.94451,                0.98095,                0.79401,                0.74286,                0.57233,                  1.208,             0.00060945,             0.00060945,             0.00060945
                    117,                0.90865,                0.91633,                 1.3594,                0.95974,                0.94232,                0.98158,                0.80801,                0.69091,                0.56444,                 1.1804,             0.00060505,             0.00060505,             0.00060505
                    118,                0.90051,                0.89706,                 1.3557,                0.94111,                0.91849,                0.97911,                0.80131,                0.72029,                0.60904,                 1.2192,             0.00060065,             0.00060065,             0.00060065
                    119,                0.88117,                0.89736,                 1.3508,                0.96206,                0.91582,                0.97879,                 0.7858,                0.73545,                0.56095,                 1.2185,             0.00059625,             0.00059625,             0.00059625
                    120,                0.88688,                0.85781,                 1.3268,                0.94161,                0.88633,                0.97809,                0.79299,                 0.7304,                0.55752,                 1.2133,             0.00059185,             0.00059185,             0.00059185
                    121,                0.91402,                0.86251,                 1.3481,                0.97517,                0.91969,                0.98013,                0.79726,                0.70965,                0.60786,                 1.1961,             0.00058745,             0.00058745,             0.00058745
                    122,                 0.8908,                0.86461,                 1.3376,                0.96338,                0.92582,                0.98326,                0.80881,                0.68752,                0.50761,                 1.1739,             0.00058305,             0.00058305,             0.00058305
                    123,                0.85431,                0.84788,                   1.31,                0.96955,                0.93359,                0.98247,                0.79702,                0.71038,                0.53968,                 1.1924,             0.00057865,             0.00057865,             0.00057865
                    124,                0.92756,                0.88612,                 1.3742,                0.94485,                0.91519,                0.97944,                0.80313,                0.71932,                0.56377,                 1.1991,             0.00057425,             0.00057425,             0.00057425
                    125,                0.89353,                0.85316,                 1.3309,                0.95228,                0.94018,                0.98119,                0.78952,                0.75718,                0.55867,                 1.2249,             0.00056985,             0.00056985,             0.00056985
                    126,                0.89839,                0.89003,                 1.3498,                0.89394,                0.93513,                0.96016,                 0.7356,                0.76837,                0.62969,                 1.2507,             0.00056545,             0.00056545,             0.00056545
                    127,                0.90798,                0.86326,                  1.357,                0.96163,                0.94715,                0.98033,                0.76635,                0.77945,                0.53855,                 1.2488,             0.00056105,             0.00056105,             0.00056105
                    128,                0.88603,                0.87244,                 1.2977,                0.93001,                0.90185,                0.96426,                0.74919,                0.80039,                0.65304,                 1.2551,             0.00055666,             0.00055666,             0.00055666
                    129,                0.86628,                0.89157,                 1.3353,                0.93258,                0.91441,                0.97288,                0.77342,                0.77212,                0.62289,                 1.2254,             0.00055226,             0.00055226,             0.00055226
                    130,                0.87063,                0.83778,                 1.3212,                0.97787,                0.93902,                0.97635,                0.78953,                0.75817,                0.54674,                 1.2229,             0.00054786,             0.00054786,             0.00054786
                    131,                0.85591,                0.85124,                 1.3158,                0.94649,                0.93049,                0.97605,                0.80295,                0.70467,                0.53912,                 1.1829,             0.00054346,             0.00054346,             0.00054346
                    132,                0.88763,                0.85545,                  1.327,                0.95411,                0.91337,                0.97686,                0.80546,                0.69245,                0.54746,                 1.1807,             0.00053906,             0.00053906,             0.00053906
                    133,                0.86428,                0.81533,                 1.3142,                0.95494,                0.95422,                0.98091,                0.81932,                0.67507,                0.50003,                 1.1656,             0.00053466,             0.00053466,             0.00053466
                    134,                0.88653,                0.83212,                  1.323,                0.95778,                0.92108,                0.97905,                0.81235,                0.68471,                0.55509,                 1.1743,             0.00053026,             0.00053026,             0.00053026
                    135,                0.85247,                0.83566,                 1.3153,                0.95664,                0.93734,                0.98297,                0.80006,                0.71364,                0.51809,                 1.1768,             0.00052586,             0.00052586,             0.00052586
                    136,                0.89493,                0.84115,                 1.3223,                0.95859,                0.95063,                0.98319,                0.80513,                 0.6925,                0.52441,                 1.1852,             0.00052146,             0.00052146,             0.00052146
                    137,                0.85391,                0.82692,                 1.3035,                0.92152,                0.88701,                0.97403,                0.78327,                0.74334,                0.62123,                  1.231,             0.00051706,             0.00051706,             0.00051706
                    138,                0.89039,                0.79055,                  1.326,                0.97488,                0.95511,                0.98784,                 0.8025,                0.68662,                0.50498,                 1.1859,             0.00051266,             0.00051266,             0.00051266
                    139,                0.85021,                0.82509,                 1.3033,                0.95719,                0.96094,                 0.9832,                0.80438,                0.68267,                0.51483,                 1.1698,             0.00050826,             0.00050826,             0.00050826
                    140,                0.86471,                0.84765,                 1.3245,                0.96457,                0.94321,                0.98486,                0.81698,                0.67241,                0.50456,                 1.1591,             0.00050386,             0.00050386,             0.00050386
                    141,                0.88311,                0.80965,                 1.3143,                0.95857,                0.91435,                0.97731,                0.80226,                0.69981,                0.52982,                 1.1911,             0.00049946,             0.00049946,             0.00049946
                    142,                0.86738,                 0.8198,                 1.3117,                0.94989,                0.91995,                0.98167,                0.81737,                0.66614,                0.56103,                 1.1586,             0.00049506,             0.00049506,             0.00049506
                    143,                0.83888,                0.81116,                 1.2968,                0.96778,                0.94549,                0.98128,                0.81115,                0.69212,                0.52221,                 1.1791,             0.00049066,             0.00049066,             0.00049066
                    144,                0.88056,                0.82088,                 1.3309,                0.92692,                0.90747,                0.97269,                0.76945,                0.76772,                0.64296,                 1.2492,             0.00048626,             0.00048626,             0.00048626
                    145,                0.84563,                0.79255,                 1.2943,                0.95196,                0.94422,                0.97712,                0.80359,                0.71081,                0.51313,                 1.1975,             0.00048186,             0.00048186,             0.00048186
                    146,                0.83041,                0.78785,                  1.288,                0.96447,                0.93138,                0.98223,                0.82476,                0.65387,                0.48301,                 1.1415,             0.00047746,             0.00047746,             0.00047746
                    147,                0.84904,                0.82317,                 1.2959,                0.92104,                0.92716,                0.98307,                0.81215,                 0.6856,                 0.5751,                 1.1723,             0.00047306,             0.00047306,             0.00047306
                    148,                0.84127,                0.80051,                 1.2948,                0.96483,                0.92871,                0.97912,                0.80378,                 0.6991,                0.50786,                 1.1678,             0.00046866,             0.00046866,             0.00046866
                    149,                0.85961,                0.77476,                 1.2856,                0.96899,                 0.9538,                0.98533,                 0.7943,                0.73658,                0.52106,                 1.1866,             0.00046426,             0.00046426,             0.00046426
                    150,                0.82258,                0.77758,                 1.2848,                0.97018,                0.95182,                0.98586,                0.82125,                0.69156,                0.48993,                 1.1658,             0.00045987,             0.00045987,             0.00045987
                    151,                0.88073,                0.80723,                 1.3029,                 0.9743,                0.96308,                0.98566,                0.78554,                0.76147,                0.50282,                  1.221,             0.00045547,             0.00045547,             0.00045547
                    152,                0.85607,                0.80263,                 1.3062,                0.94418,                0.94211,                0.97843,                0.79485,                 0.7164,                0.54229,                 1.1892,             0.00045107,             0.00045107,             0.00045107
                    153,                0.87888,                0.77407,                 1.3109,                 0.9758,                0.92019,                0.98161,                0.80748,                0.69302,                0.52891,                 1.1774,             0.00044667,             0.00044667,             0.00044667
                    154,                0.84701,                0.81128,                 1.2866,                0.96923,                0.96548,                0.98756,                0.81617,                0.68942,                0.48093,                 1.1557,             0.00044227,             0.00044227,             0.00044227
