                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.1736,                  1.582,                 1.5686,                0.55167,                0.74813,                0.71566,                0.48688,                 1.0354,                 1.2079,                 1.5928,             0.00083823,             0.00083823,             0.00083823
                     65,                 1.1621,                 1.5238,                 1.5697,                0.46494,                0.74039,                0.63172,                0.42973,                 1.1265,                 1.5359,                 1.6535,             0.00083383,             0.00083383,             0.00083383
                     66,                 1.1856,                 1.5222,                 1.5826,                 0.5933,                0.72552,                0.69244,                0.49037,                 1.0619,                 1.1932,                 1.5729,             0.00082943,             0.00082943,             0.00082943
                     67,                 1.2401,                 1.5082,                 1.5601,                0.44648,                 0.4822,                0.50248,                0.27783,                 1.5528,                 1.9255,                 2.0812,             0.00082503,             0.00082503,             0.00082503
                     68,                 1.1527,                 1.5144,                 1.5419,                0.60181,                 0.6525,                0.64858,                0.45426,                 1.0734,                 1.5056,                 1.6084,             0.00082063,             0.00082063,             0.00082063
                     69,                  1.191,                 1.4722,                 1.5592,                0.60717,                 0.7093,                0.70367,                0.46308,                 1.0357,                  1.397,                 1.5914,             0.00081623,             0.00081623,             0.00081623
                     70,                 1.1312,                 1.4764,                  1.537,                0.59221,                   0.71,                0.70058,                 0.4352,                 1.1822,                 1.2897,                  1.717,             0.00081183,             0.00081183,             0.00081183
                     71,                 1.1203,                 1.4783,                 1.5062,                0.63871,                0.68158,                0.71984,                0.51438,                0.98988,                 1.2791,                 1.5378,             0.00080743,             0.00080743,             0.00080743
                     72,                 1.1658,                 1.4905,                 1.5178,                0.72257,                0.76391,                0.80811,                0.57149,                 1.0147,                 1.1047,                 1.5244,             0.00080303,             0.00080303,             0.00080303
                     73,                 1.0984,                 1.4166,                 1.5027,                0.52175,                0.62963,                0.59597,                 0.3841,                 1.2318,                 1.7632,                 1.7656,             0.00079863,             0.00079863,             0.00079863
                     74,                 1.0586,                 1.4109,                 1.4668,                0.69187,                0.74574,                0.79832,                0.58856,                0.93429,                 1.1927,                 1.4607,             0.00079423,             0.00079423,             0.00079423
                     75,                 1.0736,                 1.3871,                 1.4639,                0.61166,                0.75677,                0.75973,                0.51844,                 1.0603,                 1.2228,                 1.6053,             0.00078983,             0.00078983,             0.00078983
                     76,                 1.1075,                  1.408,                 1.4865,                0.63807,                0.71519,                0.74305,                0.51204,                0.97406,                 1.4636,                 1.5139,             0.00078543,             0.00078543,             0.00078543
                     77,                 1.0854,                 1.4099,                 1.4762,                  0.593,                0.75624,                0.73806,                0.52801,                0.95421,                 1.3154,                 1.4769,             0.00078103,             0.00078103,             0.00078103
                     78,                 1.0697,                 1.3634,                 1.4807,                 0.6386,                0.77629,                0.73338,                0.51225,                 1.0115,                 1.1977,                 1.5573,             0.00077663,             0.00077663,             0.00077663
                     79,                 1.1382,                  1.447,                 1.5165,                0.62239,                0.80994,                0.77572,                0.53812,                 1.0711,                 1.2413,                 1.5947,             0.00077223,             0.00077223,             0.00077223
                     80,                 1.1264,                 1.4387,                 1.5033,                0.73678,                0.73641,                0.79599,                 0.5667,                0.98658,                 1.1418,                 1.5268,             0.00076783,             0.00076783,             0.00076783
                     81,                 1.0666,                 1.3646,                 1.4744,                0.77654,                0.77115,                 0.8438,                0.62729,                 0.9642,                   1.05,                 1.4777,             0.00076343,             0.00076343,             0.00076343
                     82,                 1.0415,                 1.3686,                 1.4606,                 0.7464,                0.75086,                0.80622,                0.56592,                 1.0168,                 1.2004,                 1.5375,             0.00075904,             0.00075904,             0.00075904
                     83,                 1.0484,                 1.4069,                 1.4788,                0.75296,                0.71415,                0.77881,                0.54971,                 1.0089,                 1.1579,                 1.5115,             0.00075464,             0.00075464,             0.00075464
                     84,                 1.0728,                 1.3671,                 1.4778,                0.75617,                0.79646,                0.85531,                0.61025,                0.97166,                 1.0035,                  1.511,             0.00075024,             0.00075024,             0.00075024
                     85,                 1.0246,                 1.2495,                  1.418,                0.76231,                0.78766,                0.83892,                0.59604,                0.96138,                 1.0398,                 1.4688,             0.00074584,             0.00074584,             0.00074584
                     86,                 1.1593,                 1.3793,                 1.5111,                0.69369,                0.77181,                0.82754,                0.58793,                 1.0124,                 1.3421,                 1.4737,             0.00074144,             0.00074144,             0.00074144
                     87,                 1.0624,                 1.3124,                 1.4592,                0.71333,                0.77274,                0.83597,                0.60886,                0.96795,                 1.0722,                 1.4667,             0.00073704,             0.00073704,             0.00073704
                     88,                 1.0949,                 1.3369,                 1.4948,                  0.695,                0.75324,                0.82427,                0.59105,                0.92743,                 1.1202,                 1.4453,             0.00073264,             0.00073264,             0.00073264
                     89,                 1.1199,                 1.2995,                 1.4843,                0.67595,                0.78259,                0.80535,                0.54331,                 1.0472,                 1.1307,                  1.592,             0.00072824,             0.00072824,             0.00072824
                     90,                 1.0948,                 1.2663,                 1.4717,                0.81027,                0.73761,                0.83618,                0.56157,                  1.135,                 1.1132,                 1.6398,             0.00072384,             0.00072384,             0.00072384
                     91,                 1.0768,                 1.2949,                 1.4531,                0.78401,                0.77566,                0.81576,                0.59416,                0.90278,                 1.0956,                 1.4251,             0.00071944,             0.00071944,             0.00071944
                     92,                 1.0643,                 1.2655,                 1.4573,                0.79137,                0.80858,                0.82923,                 0.6126,                0.89687,                 1.0088,                 1.4208,             0.00071504,             0.00071504,             0.00071504
                     93,                 1.0417,                 1.2538,                 1.4547,                0.81297,                 0.8332,                0.89522,                0.67065,                0.85578,                0.91732,                 1.3759,             0.00071064,             0.00071064,             0.00071064
                     94,                 1.0072,                 1.2099,                 1.4171,                 0.8847,                0.78647,                0.87905,                  0.627,                 1.0121,                0.95873,                 1.5061,             0.00070624,             0.00070624,             0.00070624
                     95,                 1.0265,                 1.2684,                 1.4107,                0.77239,                0.74445,                0.85936,                0.64854,                0.86417,                 1.0331,                 1.3786,             0.00070184,             0.00070184,             0.00070184
                     96,                 1.0253,                 1.2649,                 1.4198,                0.80697,                 0.7062,                0.83451,                0.60906,                 0.9322,                 1.0448,                 1.4288,             0.00069744,             0.00069744,             0.00069744
                     97,                 1.0248,                 1.2148,                 1.4238,                0.83702,                0.80738,                0.90892,                0.67704,                0.88339,                0.94116,                 1.3963,             0.00069304,             0.00069304,             0.00069304
                     98,                0.98899,                 1.1782,                 1.3794,                0.88162,                0.82835,                0.89276,                0.67819,                  0.861,                0.83081,                 1.3632,             0.00068864,             0.00068864,             0.00068864
                     99,                 1.0173,                 1.1766,                 1.3853,                0.74812,                0.74086,                0.83799,                 0.5809,                 1.0775,                 1.1112,                 1.5918,             0.00068424,             0.00068424,             0.00068424
                    100,                 1.1127,                 1.1912,                 1.4629,                0.92572,                0.82797,                0.93639,                0.72129,                0.87125,                0.86812,                 1.3681,             0.00067984,             0.00067984,             0.00067984
                    101,                 1.0035,                 1.1446,                 1.3928,                0.90542,                0.85851,                0.93169,                0.71785,                0.82478,                0.77577,                 1.3501,             0.00067544,             0.00067544,             0.00067544
                    102,                  1.011,                 1.1817,                  1.392,                0.88992,                0.85232,                0.92433,                0.72054,                0.85993,                0.78541,                 1.3783,             0.00067104,             0.00067104,             0.00067104
                    103,                 0.9887,                 1.1729,                 1.3951,                0.87754,                0.81553,                0.90078,                0.67439,                0.89021,                0.89419,                 1.4047,             0.00066664,             0.00066664,             0.00066664
                    104,                0.95122,                 1.1739,                 1.3938,                0.75248,                0.85231,                0.88189,                0.70448,                 0.8302,                0.97878,                 1.3503,             0.00066224,             0.00066224,             0.00066224
                    105,                 1.0259,                 1.2104,                  1.411,                0.82515,                0.75097,                0.87058,                0.63582,                0.94698,                0.96295,                 1.4039,             0.00065785,             0.00065785,             0.00065785
                    106,                 1.0129,                 1.2202,                 1.4058,                0.82731,                0.72927,                0.87935,                 0.6716,                0.85495,                0.95877,                 1.3654,             0.00065345,             0.00065345,             0.00065345
                    107,                0.94759,                 1.1788,                 1.3611,                0.88863,                0.88021,                0.93328,                0.72758,                0.82953,                0.80616,                 1.3438,             0.00064905,             0.00064905,             0.00064905
                    108,                0.97589,                 1.1523,                  1.356,                0.90871,                 0.8892,                0.94153,                0.72835,                0.82718,                0.73762,                 1.3283,             0.00064465,             0.00064465,             0.00064465
                    109,                   0.96,                 1.1158,                  1.345,                0.82959,                0.82505,                0.90689,                0.69065,                0.88657,                0.81696,                 1.3545,             0.00064025,             0.00064025,             0.00064025
                    110,                0.99495,                 1.0928,                 1.3815,                0.85888,                0.88558,                0.93918,                  0.732,                0.82558,                0.76478,                 1.3266,             0.00063585,             0.00063585,             0.00063585
                    111,                0.96032,                 1.1605,                 1.3667,                0.86398,                0.86568,                0.91632,                0.70315,                0.85761,                0.86043,                  1.346,             0.00063145,             0.00063145,             0.00063145
                    112,                0.96126,                 1.0905,                  1.357,                0.90986,                0.87579,                 0.9513,                0.74073,                0.83409,                0.74777,                 1.3272,             0.00062705,             0.00062705,             0.00062705
                    113,                0.96704,                 1.1087,                   1.36,                0.88712,                0.75548,                0.89365,                0.67186,                0.91837,                0.90475,                 1.4247,             0.00062265,             0.00062265,             0.00062265
                    114,                 1.0046,                 1.1374,                 1.3828,                0.93131,                0.83861,                0.93548,                0.72282,                0.83231,                0.73454,                 1.3425,             0.00061825,             0.00061825,             0.00061825
                    115,                0.97077,                 1.0999,                 1.3534,                0.71193,                0.77153,                0.78023,                0.59915,                0.85506,                 1.2367,                 1.3682,             0.00061385,             0.00061385,             0.00061385
                    116,                0.97282,                 1.1663,                 1.3911,                0.88447,                0.66492,                0.83164,                0.63744,                0.83576,                 1.1436,                  1.342,             0.00060945,             0.00060945,             0.00060945
                    117,                 0.9449,                 1.1272,                 1.3511,                0.87194,                0.84556,                0.93376,                0.74562,                0.77097,                0.73882,                 1.2793,             0.00060505,             0.00060505,             0.00060505
                    118,                0.93358,                  1.087,                 1.3542,                  0.867,                0.84102,                0.92861,                0.73499,                0.79571,                0.84405,                 1.3184,             0.00060065,             0.00060065,             0.00060065
                    119,                0.93481,                 1.0903,                 1.3663,                0.87555,                 0.8484,                0.91894,                0.69101,                0.85695,                0.81282,                 1.3568,             0.00059625,             0.00059625,             0.00059625
                    120,                0.92601,                 1.0465,                 1.3417,                 0.8857,                0.85959,                0.95097,                 0.7337,                0.84764,                0.73598,                 1.3148,             0.00059185,             0.00059185,             0.00059185
                    121,                0.95854,                 1.0564,                 1.3477,                0.92097,                0.86767,                0.94329,                0.75062,                0.77992,                0.72531,                 1.2779,             0.00058745,             0.00058745,             0.00058745
                    122,                0.92413,                  1.062,                 1.3338,                0.91253,                0.88205,                0.93525,                0.72799,                0.82209,                0.75391,                  1.323,             0.00058305,             0.00058305,             0.00058305
                    123,                0.90196,                 1.0419,                 1.3244,                0.86135,                0.89709,                0.92914,                 0.7209,                 0.8404,                0.76312,                 1.3487,             0.00057865,             0.00057865,             0.00057865
                    124,                0.96077,                 1.0661,                 1.3737,                0.91376,                0.85982,                0.93815,                0.73051,                0.81322,                0.71311,                 1.3288,             0.00057425,             0.00057425,             0.00057425
                    125,                0.93765,                 1.0813,                 1.3273,                0.84141,                0.83131,                0.91328,                0.72603,                0.75674,                0.84507,                 1.2697,             0.00056985,             0.00056985,             0.00056985
                    126,                0.93214,                 1.0658,                 1.3502,                0.90571,                0.88937,                0.95282,                0.73438,                0.80948,                0.75129,                 1.3004,             0.00056545,             0.00056545,             0.00056545
                    127,                0.95383,                  1.044,                 1.3648,                0.94545,                0.89377,                0.95825,                 0.7344,                0.80251,                0.67156,                 1.2916,             0.00056105,             0.00056105,             0.00056105
                    128,                0.90161,                  1.015,                 1.2903,                0.91825,                0.91706,                0.95755,                0.75859,                0.78568,                0.67308,                 1.2741,             0.00055666,             0.00055666,             0.00055666
                    129,                0.90652,                 1.0663,                  1.337,                0.90345,                0.87465,                0.93813,                0.73678,                0.80641,                0.75123,                 1.2971,             0.00055226,             0.00055226,             0.00055226
                    130,                0.92357,                 1.0237,                 1.3387,                0.88666,                0.83699,                0.93463,                0.73496,                0.79125,                0.80271,                 1.2784,             0.00054786,             0.00054786,             0.00054786
                    131,                0.91305,                 1.0266,                 1.3313,                0.92243,                0.86524,                 0.9493,                0.74356,                0.79312,                0.70247,                 1.2716,             0.00054346,             0.00054346,             0.00054346
                    132,                0.94416,                 1.0365,                 1.3253,                0.82067,                 0.8688,                 0.8897,                0.65829,                0.92854,                0.86225,                  1.366,             0.00053906,             0.00053906,             0.00053906
                    133,                0.92561,                0.99375,                  1.316,                0.93697,                0.89605,                0.95733,                0.74853,                0.82496,                0.74353,                 1.3025,             0.00053466,             0.00053466,             0.00053466
                    134,                 0.9306,                 1.0052,                 1.3118,                0.90889,                0.85314,                0.95789,                0.76756,                0.76416,                0.72882,                 1.2424,             0.00053026,             0.00053026,             0.00053026
                    135,                0.87721,                0.98722,                 1.3065,                0.92909,                0.92668,                0.96128,                0.74785,                0.79676,                 0.6324,                 1.2789,             0.00052586,             0.00052586,             0.00052586
                    136,                0.93633,                 0.9965,                 1.3151,                 0.9468,                0.90895,                0.96598,                0.76618,                0.79299,                0.69461,                 1.2975,             0.00052146,             0.00052146,             0.00052146
                    137,                0.89863,                0.97363,                 1.3057,                0.87807,                0.82662,                0.91952,                0.70571,                0.85203,                0.83553,                  1.366,             0.00051706,             0.00051706,             0.00051706
                    138,                0.94282,                0.97751,                 1.3479,                0.94137,                0.93835,                 0.9669,                0.76884,                 0.7844,                0.65973,                  1.269,             0.00051266,             0.00051266,             0.00051266
                    139,                0.89687,                0.99205,                 1.3102,                0.93057,                0.89128,                0.95849,                0.75216,                0.80133,                0.65322,                  1.287,             0.00050826,             0.00050826,             0.00050826
                    140,                0.91965,                 1.0034,                 1.3333,                 0.9289,                0.90342,                0.96533,                0.77332,                 0.7561,                0.67604,                 1.2314,             0.00050386,             0.00050386,             0.00050386
                    141,                  0.942,                0.99382,                 1.3112,                0.91345,                0.90778,                0.96565,                0.76538,                0.77181,                0.62457,                 1.2369,             0.00049946,             0.00049946,             0.00049946
                    142,                0.89375,                 1.0076,                  1.297,                0.93736,                0.92461,                0.96495,                0.78392,                0.73692,                0.62681,                 1.2246,             0.00049506,             0.00049506,             0.00049506
                    143,                 0.8712,                0.97071,                 1.2952,                 0.8705,                0.88255,                0.94547,                0.76734,                0.74834,                0.68853,                 1.2359,             0.00049066,             0.00049066,             0.00049066
                    144,                0.90408,                0.97405,                 1.3201,                0.93381,                 0.9083,                0.96471,                0.77326,                0.74237,                0.64134,                  1.232,             0.00048626,             0.00048626,             0.00048626
                    145,                 0.8593,                0.95306,                 1.2926,                0.91926,                0.92946,                0.95899,                0.77718,                0.72325,                0.61003,                 1.2257,             0.00048186,             0.00048186,             0.00048186
                    146,                0.86335,                0.95446,                 1.2788,                0.92667,                0.91566,                0.96996,                0.79341,                0.71474,                0.60516,                 1.2219,             0.00047746,             0.00047746,             0.00047746
                    147,                0.90889,                 1.0019,                 1.3061,                0.94379,                0.87784,                0.96899,                0.75103,                0.82225,                0.63827,                 1.2661,             0.00047306,             0.00047306,             0.00047306
                    148,                0.87433,                  0.954,                 1.2868,                0.93655,                0.89936,                0.96931,                0.78226,                0.73959,                 0.6127,                 1.2303,             0.00046866,             0.00046866,             0.00046866
                    149,                0.88424,                0.94748,                 1.2785,                0.91133,                0.89753,                0.95742,                0.77106,                0.73682,                0.71013,                  1.217,             0.00046426,             0.00046426,             0.00046426
                    150,                0.86603,                0.92183,                 1.2788,                0.93841,                0.94073,                0.97381,                 0.7774,                0.77073,                0.59992,                 1.2496,             0.00045987,             0.00045987,             0.00045987
                    151,                0.91958,                0.95105,                 1.2993,                0.94228,                0.90807,                0.96834,                0.76528,                 0.7818,                0.64174,                 1.2605,             0.00045547,             0.00045547,             0.00045547
                    152,                0.89325,                0.91815,                 1.3039,                0.95448,                0.87985,                 0.9645,                0.77635,                0.74949,                0.64045,                 1.2425,             0.00045107,             0.00045107,             0.00045107
                    153,                0.89667,                0.95604,                 1.2892,                0.90546,                0.92884,                0.97105,                0.78253,                0.74526,                0.65587,                 1.2277,             0.00044667,             0.00044667,             0.00044667
